StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Participation in class,"Test scores (Math, Reading, Writing)",Final grade,Internet access at home (Yes/No)
2189,17,0,0,3,10.34241776,26,1,0,0,0,0,0,0.596417017,4,Active,"83,92,93",B,No
2190,18,0,2,3,15.27220959,18,0,2,0,0,0,0,1.414555678,4,Active,"59,87,79",C,No
2191,17,1,0,1,8.946648533,22,0,0,0,1,1,0,1.242176324,4,Active,"63,66,71",D,No
2192,17,1,2,4,15.79729242,18,0,3,1,0,0,0,1.934783812,4,Active,"69,95,84",B,Yes
2193,15,0,0,0,12.36692614,17,0,3,0,1,0,0,2.315769875,3,Active,"78,78,78",C,No
2194,18,0,0,1,2.261994788,18,0,2,1,1,0,0,1.81861256,4,Active,"64,72,69",D,Yes
2195,16,0,0,2,3.126628768,10,0,1,1,1,1,1,2.36312146,3,Moderate,"95,67,74",C,Yes
2196,15,1,2,2,8.740674509,2,0,1,0,0,0,0,2.791339403,2,Active,"82,53,89",C,No
2197,16,0,0,2,7.937787862,7,1,2,1,0,0,0,2.954534084,2,Moderate,"61,98,77",C,No
2198,17,1,0,0,14.87088539,19,0,3,0,0,0,1,1.812887043,4,Moderate,"73,53,69",D,Yes
2199,17,0,3,4,11.6147428,18,1,1,0,0,0,0,1.141456556,4,Moderate,"87,98,61",B,No
2200,15,0,0,0,7.76266162,9,0,0,0,1,0,0,2.29536228,3,Moderate,"56,91,73",C,Yes
2201,15,0,1,1,3.415205669,15,0,2,1,0,0,0,1.677100802,4,Passive,"73,78,82",C,Yes
2202,16,0,1,0,4.536742047,4,0,2,0,0,0,0,2.752163931,2,Moderate,"92,78,58",C,Yes
2203,18,0,0,2,11.51002037,19,1,1,0,0,0,0,1.201444582,4,Active,"86,79,97",B,No
2204,16,0,1,3,8.468776098,8,1,2,1,1,1,1,2.901185607,2,Active,"78,65,60",D,No
2205,15,1,0,2,10.29855018,7,0,2,1,0,0,0,2.676827394,2,Passive,"90,52,73",C,Yes
2206,16,0,1,3,3.413548706,10,0,2,1,0,0,0,2.297639913,3,Active,"73,93,81",B,No
2207,15,1,0,0,13.25812505,15,0,2,0,0,0,0,1.451441021,4,Passive,"76,100,93",B,No
2208,16,0,1,2,17.05077482,6,0,3,0,1,0,0,2.981786874,2,Active,"68,94,78",B,No
2209,15,0,0,2,5.158790136,14,1,0,0,0,1,1,1.415221491,4,Passive,"90,88,59",C,Yes
2210,15,1,1,2,9.830284517,23,0,1,1,0,0,0,0.928539344,4,Active,"55,67,97",C,No
2211,15,0,0,0,19.51054658,28,0,2,0,0,0,1,0.984031783,4,Passive,"77,65,70",C,Yes
2212,18,1,0,2,6.664834811,20,1,2,1,0,0,1,1.382935705,4,Moderate,"58,98,80",C,Yes
2213,16,1,0,2,11.9009269,19,1,2,0,1,0,0,1.863899822,4,Passive,"82,92,61",C,No
2214,16,0,0,2,1.803914004,22,0,3,1,1,0,0,1.228428847,4,Moderate,"78,75,79",C,No
2215,16,1,2,2,12.12030005,16,0,3,1,0,1,0,2.137393265,3,Active,"73,69,51",D,No
2216,15,1,0,1,1.792635466,5,0,1,1,0,1,0,2.434532444,3,Passive,"82,69,52",D,Yes
2217,16,0,3,2,19.18470871,14,0,3,0,0,0,0,2.256488312,3,Moderate,"87,88,55",C,Yes
2218,16,1,3,1,14.31325304,7,0,2,0,1,0,0,2.689155112,2,Moderate,"57,57,95",D,Yes
2219,15,0,1,3,15.76319576,6,1,1,0,0,0,0,3.131235885,1,Moderate,"99,74,65",C,Yes
2220,17,0,0,2,14.08208722,1,1,4,0,1,0,0,3.770283973,0,Passive,"75,73,98",B,Yes
2221,15,0,0,1,11.79458072,29,0,3,0,1,0,0,0.799591198,4,Passive,"52,81,89",C,Yes
2222,16,0,2,4,8.998255622,12,0,4,1,1,0,0,2.964668231,2,Moderate,"76,82,66",C,Yes
2223,15,1,0,2,17.1674676,29,0,1,0,1,0,0,0.702760319,4,Passive,"80,96,80",B,Yes
2224,17,0,0,0,19.13671335,22,0,1,1,0,1,0,1.193617771,4,Active,"52,78,86",C,No
2225,15,0,1,2,9.980723458,28,0,2,0,1,0,0,0.299951906,4,Active,"53,95,79",C,No
2226,16,1,2,1,18.63070098,5,0,3,0,1,0,0,3.299578873,1,Active,"64,67,99",C,Yes
2227,17,0,2,3,11.6666582,28,0,1,0,0,0,0,0.212367095,4,Active,"83,95,82",B,Yes
2228,18,0,0,3,10.76768374,4,0,3,1,1,1,0,3.526125038,0,Moderate,"58,73,55",D,No
2229,16,1,1,4,9.089654659,19,0,2,0,1,0,0,1.611737954,4,Passive,"60,98,83",B,No
2230,17,1,0,2,4.185755231,0,0,2,1,1,0,0,3.343050864,1,Active,"76,97,83",B,No
2231,17,1,0,2,0.074393216,28,0,3,0,0,0,0,0.026468661,4,Active,"84,68,64",C,Yes
2232,18,1,2,2,4.830124537,17,0,3,1,0,0,0,1.63640311,4,Moderate,"96,61,68",C,Yes
2233,15,1,0,1,10.19446343,14,0,0,0,0,0,0,1.709701378,4,Moderate,"90,96,63",B,Yes
2234,15,1,0,2,7.599199045,22,0,4,0,1,1,0,1.485111828,4,Passive,"81,98,69",B,No
2235,16,1,0,2,8.96970456,9,0,2,1,1,0,0,2.999409147,2,Active,"97,56,53",D,Yes
2236,18,0,2,0,19.61296439,2,1,0,1,0,0,0,3.51541583,0,Moderate,"78,82,64",C,Yes
2237,15,1,2,2,7.005447413,4,0,3,0,0,0,0,2.918139128,2,Passive,"68,93,99",B,Yes
2238,18,1,1,3,9.043658787,23,0,4,1,1,0,0,1.362233599,4,Passive,"54,98,89",B,Yes
2239,15,1,2,3,2.670311027,28,0,3,0,0,0,0,0.20506796,4,Passive,"82,50,95",C,No
2240,17,0,0,0,0.959154649,12,0,3,1,0,1,0,2.233239466,3,Moderate,"67,87,63",C,No
2241,15,0,0,0,15.50819029,7,1,3,0,1,0,0,3.159302938,1,Active,"94,99,70",B,Yes
2242,18,1,0,1,11.4136635,21,1,4,0,0,1,0,1.994611703,4,Passive,"82,72,62",C,No
2243,17,1,0,3,15.21409612,20,0,0,0,0,0,1,0.999088544,4,Passive,"84,68,62",C,No
2244,17,1,0,1,2.997255978,28,0,3,1,1,0,0,0.521955726,4,Moderate,"98,73,92",B,Yes
2245,17,0,3,2,11.43657542,1,0,3,1,0,0,0,3.463687549,1,Passive,"92,71,78",B,Yes
2246,18,0,0,1,5.072849487,8,0,0,0,1,0,0,1.987964727,4,Moderate,"50,94,71",C,Yes
2247,16,1,0,2,4.561236338,16,0,2,1,0,0,1,1.681904804,4,Active,"65,87,86",C,No
2248,16,0,0,1,0.230520281,26,0,2,0,0,0,0,0.112635059,4,Active,"92,80,52",C,Yes
2249,16,1,0,2,2.606814471,17,0,3,1,0,0,1,1.907983914,4,Moderate,"95,62,66",C,No
2250,18,0,3,1,6.18536223,12,0,0,0,0,0,0,1.197933331,4,Moderate,"95,64,57",C,No
2251,17,0,0,2,2.337575212,0,1,3,0,0,0,0,3.215272685,1,Passive,"79,73,57",D,No
2252,16,1,0,1,19.71716881,11,0,1,0,0,0,0,2.190269259,3,Passive,"94,98,96",A,No
2253,18,1,2,2,6.17265297,19,0,2,0,0,1,0,1.150966131,4,Passive,"91,74,81",B,No
2254,16,1,0,3,2.606478934,19,0,3,0,0,0,1,0.690151345,4,Moderate,"53,55,67",F,Yes
2255,15,1,0,1,3.981646257,20,0,2,1,0,0,0,1.519955292,4,Active,"90,55,85",C,No
2256,16,0,0,3,11.75406457,4,1,2,0,0,0,0,3.16898861,1,Moderate,"94,60,65",C,No
2257,16,0,1,2,1.280870477,7,0,0,1,0,0,0,1.808164559,4,Moderate,"51,81,79",C,Yes
2258,17,0,3,1,17.2486826,26,1,3,1,0,0,0,1.11587873,4,Passive,"81,69,94",B,No
2259,18,1,2,2,19.22999358,14,0,4,0,0,0,0,2.00330798,3,Active,"82,60,56",D,No
2260,17,0,0,1,4.934948413,26,1,4,0,0,0,0,0.889714915,4,Active,"81,99,60",B,No
2261,17,1,2,2,9.001905372,2,1,3,1,1,0,0,3.984673603,0,Moderate,"77,62,72",C,Yes
2262,17,0,0,2,0.442689021,5,0,1,1,0,0,0,2.325434065,3,Passive,"56,90,97",B,No
2263,17,1,0,1,12.81420449,27,0,1,1,0,1,0,0.613316332,4,Passive,"85,66,64",C,No
2264,17,1,0,2,8.278521161,12,1,1,1,1,1,0,2.712229743,2,Moderate,"51,50,56",F,No
2265,16,0,0,3,5.401169322,11,0,2,0,0,1,0,2.096616211,3,Passive,"73,97,100",A,Yes
2266,17,1,1,3,4.136742212,18,0,1,1,0,0,0,1.18306385,4,Active,"54,69,52",F,Yes
2267,17,1,1,2,13.08046155,28,0,1,0,0,1,0,0.560174606,4,Passive,"88,93,84",B,Yes
2268,18,0,3,4,8.324340621,17,0,3,0,0,0,0,1.167425413,4,Passive,"80,88,60",C,Yes
2269,15,1,1,2,3.593185781,23,0,2,1,0,0,1,0.923181562,4,Moderate,"66,84,87",C,No
2270,16,1,1,1,13.78218163,0,0,3,1,0,0,0,3.841286249,0,Passive,"96,92,54",B,No
2271,16,1,0,3,11.30144566,24,0,4,1,1,0,0,1.212880751,4,Active,"82,87,93",B,No
2272,16,0,0,2,17.1734411,26,0,3,0,0,1,0,0.96214922,4,Moderate,"76,87,84",B,Yes
2273,17,0,1,2,2.349517978,6,1,3,1,0,0,0,2.502009134,2,Passive,"91,74,63",C,Yes
2274,17,1,0,2,15.71333204,11,0,3,1,0,0,0,2.456223794,3,Moderate,"66,57,97",C,Yes
2275,17,0,2,3,13.47033574,9,1,2,1,0,0,0,2.646556961,2,Active,"96,62,97",B,Yes
2276,18,1,0,3,2.300218737,28,1,0,0,0,0,0,0.381768495,4,Passive,"88,71,99",B,Yes
2277,15,1,0,2,13.8964146,11,1,0,1,1,0,0,2.396139095,3,Moderate,"94,52,73",C,No
2278,17,1,0,1,8.830945778,10,1,1,0,1,1,0,2.595648863,2,Active,"97,78,87",B,Yes
2279,15,1,0,2,18.89969571,3,1,3,1,1,0,0,4,0,Moderate,"62,78,81",C,No
2280,18,1,0,2,2.832227012,18,1,4,1,0,0,0,1.419522635,4,Passive,"81,63,81",C,No
2281,16,0,2,1,12.85666782,5,0,4,1,1,0,0,3.432684708,1,Moderate,"72,99,62",C,Yes
2282,17,1,0,2,7.639600909,24,0,0,0,0,0,1,0.129306752,4,Moderate,"76,80,50",D,Yes
2283,15,0,1,2,19.13629341,8,1,4,0,0,0,0,2.928948238,2,Moderate,"74,56,84",C,No
2284,15,0,0,1,6.599497906,19,0,2,0,0,0,0,0.947133463,4,Active,"99,79,82",B,No
2285,17,1,0,1,19.24371819,9,1,3,0,1,0,0,2.999544104,2,Moderate,"57,60,100",C,No
2286,16,1,0,1,18.02971702,4,1,1,1,0,0,0,3.055386295,1,Active,"88,99,97",A,Yes
2287,16,0,2,3,5.407664706,26,0,0,0,0,0,0,0,4,Passive,"88,75,84",B,Yes
2288,16,0,0,1,16.07083554,12,1,2,0,1,0,1,2.745858798,2,Active,"97,99,84",A,No
2289,18,0,2,1,19.91208404,8,0,3,1,0,1,1,3.214628426,1,Passive,"99,74,74",B,No
2290,15,1,0,2,5.053260043,1,0,1,0,0,1,0,3.415413324,1,Active,"96,89,61",B,No
2291,15,0,2,1,8.735543386,17,0,1,1,0,0,1,1.469389272,4,Moderate,"67,77,63",D,No
2292,15,1,0,0,10.40361473,20,0,4,0,0,0,0,1.552112938,4,Moderate,"64,54,68",D,Yes
2293,18,1,1,1,5.898622716,0,0,4,0,0,0,0,3.548459826,0,Moderate,"98,55,61",C,Yes
2294,15,1,1,2,0.305296793,23,0,0,1,0,0,0,0.192625112,4,Passive,"64,64,74",D,Yes
2295,18,0,3,2,4.402584884,20,0,3,0,0,0,0,1.34899742,4,Passive,"65,91,57",C,Yes
2296,16,1,0,1,5.638737687,11,1,2,0,1,0,0,2.143105069,3,Moderate,"84,96,51",C,Yes
2297,17,1,0,2,8.871994026,9,0,2,0,1,0,1,2.471386533,3,Active,"83,52,76",C,Yes
2298,15,1,0,4,3.422049568,1,0,2,0,1,0,0,3.205425334,1,Active,"73,88,82",B,No
2299,15,1,2,1,17.46508713,27,0,2,1,0,0,0,0.454114438,4,Moderate,"62,71,56",D,Yes
2300,16,1,1,1,14.09822265,8,1,2,1,0,0,0,2.809833207,2,Moderate,"59,66,51",F,No
2301,17,0,2,1,1.704009551,1,1,2,0,0,0,0,2.997505608,2,Active,"79,68,99",B,Yes
2302,18,1,0,2,13.00184902,22,0,2,1,1,0,1,1.176189034,4,Active,"61,76,82",C,No
2303,17,1,0,2,13.07312953,23,0,3,1,1,1,0,1.668924546,4,Active,"71,63,92",C,No
2304,16,0,0,1,19.12442347,29,1,3,1,1,0,0,1.623004075,4,Moderate,"73,80,82",C,Yes
2305,16,1,3,2,0.060417427,21,0,2,0,0,0,1,0.517793128,4,Passive,"85,98,90",A,Yes
2306,17,0,1,0,4.958648996,13,0,1,1,0,0,0,1.946100698,4,Active,"83,73,97",B,Yes
2307,18,1,3,2,18.55582959,10,0,3,0,1,0,0,2.815003048,2,Active,"77,93,94",B,Yes
2308,18,0,0,2,18.64267831,22,0,3,1,0,0,0,1.248182567,4,Active,"100,70,93",B,Yes
2309,15,0,1,1,14.41172839,10,1,3,1,0,0,0,2.759014343,2,Active,"62,74,73",D,Yes
2310,18,1,1,2,15.31526642,16,0,2,0,1,0,0,1.921294208,4,Active,"74,69,55",D,Yes
2311,17,1,0,1,1.829659159,3,0,1,0,0,0,0,2.732290676,2,Active,"88,87,95",A,No
2312,16,1,2,2,10.2775167,12,0,3,0,0,0,0,2.228608619,3,Passive,"68,66,97",C,No
2313,15,0,3,0,4.631659826,6,1,2,0,0,1,0,2.611688473,2,Active,"75,100,74",B,No
2314,15,0,2,3,3.624360872,15,1,4,0,0,1,0,2.197776727,3,Moderate,"88,83,65",C,Yes
2315,16,0,2,1,16.20606598,0,1,3,1,0,0,0,3.335506793,1,Moderate,"82,69,50",D,No
2316,18,1,0,3,2.700762734,12,0,1,0,0,0,0,1.721597963,4,Passive,"76,84,55",C,Yes
2317,16,0,0,1,9.37303274,0,0,2,0,1,1,1,3.287973198,1,Active,"96,53,61",C,No
2318,18,0,3,2,18.77156479,10,1,3,0,0,0,0,2.561964557,2,Active,"87,63,85",C,Yes
2319,16,1,0,1,3.716641111,5,0,2,0,0,0,0,2.358571866,3,Active,"68,54,100",C,Yes
2320,17,0,2,3,19.55986847,19,1,2,0,0,0,0,1.497673654,4,Active,"54,54,89",D,No
2321,18,0,2,1,19.88575972,2,0,3,1,0,0,0,3.517237129,0,Moderate,"67,71,75",C,Yes
2322,17,1,1,1,11.11234309,11,0,3,0,0,0,0,2.40408982,3,Moderate,"90,54,74",C,No
2323,15,0,3,2,3.402854804,4,0,1,1,1,1,1,2.517228982,2,Active,"86,64,82",C,Yes
2324,16,1,0,0,6.322097759,8,1,2,0,0,0,0,2.435244282,3,Active,"97,66,75",C,No
2325,15,1,0,1,8.489856654,25,1,4,1,0,0,0,1.283227506,4,Passive,"90,58,53",D,Yes
2326,15,1,0,3,6.186484487,25,0,4,0,1,0,0,1.099434304,4,Moderate,"68,88,60",C,Yes
2327,15,1,0,4,5.612711598,11,0,3,1,0,0,0,2.191196795,3,Active,"79,82,68",C,No
2328,15,1,0,1,19.44459418,29,1,4,1,0,1,0,1.584478764,4,Active,"77,86,60",C,No
2329,16,0,0,3,3.067296548,29,0,2,1,0,0,0,0.475730833,4,Passive,"60,73,91",C,Yes
2330,15,0,2,2,14.66655817,27,1,2,1,0,0,0,1.207268546,4,Moderate,"94,85,99",A,No
2331,16,1,3,1,0.008205789,26,0,2,1,0,0,0,0.264924163,4,Passive,"75,95,56",C,Yes
2332,16,1,0,2,11.92365339,9,0,1,1,0,0,0,2.70665962,2,Active,"79,53,95",C,Yes
2333,17,0,0,2,18.31886008,18,0,2,1,0,0,0,1.530427889,4,Passive,"90,86,57",C,Yes
2334,18,1,3,4,5.758681882,4,0,2,1,1,0,1,3.127452528,1,Moderate,"83,78,62",C,Yes
2335,18,1,0,1,3.710519505,25,0,3,1,0,0,0,1.003614146,4,Moderate,"60,53,66",F,Yes
2336,16,1,0,2,13.0335959,4,0,3,0,0,0,1,3.369218605,1,Passive,"78,64,87",C,Yes
2337,17,0,0,0,14.25202815,8,0,3,0,0,0,0,2.791386108,2,Passive,"82,83,86",B,No
2338,16,0,1,1,13.76061038,26,0,2,1,0,0,0,0.673525946,4,Moderate,"65,86,70",C,No
2339,16,1,0,0,6.3863376,27,0,1,0,0,0,0,0.337554141,4,Active,"100,71,55",C,Yes
2340,16,1,3,4,5.044048043,25,1,2,1,0,0,0,0.886889416,4,Moderate,"51,63,98",C,Yes
2341,17,0,0,3,19.118376,26,0,3,0,1,1,0,1.506662773,4,Active,"95,79,67",B,No
2342,18,0,1,2,18.46599017,19,0,1,0,1,1,0,1.705199389,4,Active,"94,96,54",B,Yes
2343,17,1,0,2,9.146332198,16,0,2,1,0,0,1,1.972791414,4,Moderate,"82,91,70",B,Yes
2344,15,1,0,1,16.92387732,9,0,2,0,1,0,0,2.626082829,2,Active,"65,65,61",D,No
2345,17,0,1,1,9.046469553,20,1,3,0,0,0,0,1.671968653,4,Passive,"89,83,51",C,No
2346,17,0,2,1,8.487780361,0,0,3,0,0,0,0,3.093760925,1,Moderate,"75,69,81",C,Yes
2347,17,0,2,1,3.135258952,21,1,3,0,1,0,1,1.64337376,4,Passive,"67,82,74",C,Yes
2348,17,1,1,2,8.52812113,27,0,2,1,1,0,0,0.339206699,4,Active,"54,52,63",F,Yes
2349,18,0,3,2,10.74833877,15,0,2,0,0,1,1,1.926359068,4,Moderate,"74,65,56",D,No
2350,15,1,2,0,0.450086549,25,0,1,1,0,0,0,0.449906208,4,Moderate,"65,68,78",C,Yes
2351,18,0,2,0,8.882260104,25,1,1,0,0,0,0,0.709570839,4,Moderate,"97,57,92",B,No
2352,18,0,0,1,15.62712437,14,1,1,1,0,0,1,1.748279682,4,Moderate,"56,53,61",F,Yes
2353,17,0,0,2,13.60092113,22,0,1,0,1,0,0,0.972168258,4,Moderate,"77,78,73",C,No
2354,16,0,0,3,12.70313978,16,1,1,0,0,0,1,1.934935784,4,Passive,"71,72,53",D,No
2355,16,1,1,2,18.19110857,25,0,1,0,0,1,0,0.690347884,4,Active,"65,79,95",C,Yes
2356,18,1,0,3,0.360640197,19,1,1,0,0,0,0,0.730366159,4,Moderate,"97,65,75",C,No
2357,18,0,0,2,11.14095172,24,0,3,0,0,0,1,0.682265165,4,Passive,"94,68,96",B,Yes
2358,17,1,2,1,15.74697697,12,0,4,1,1,0,0,3.023482483,1,Passive,"71,98,80",B,No
2359,18,0,2,1,10.82670765,0,0,3,0,1,1,0,3.729652301,0,Active,"84,58,73",C,Yes
2360,17,0,3,3,6.477911052,24,1,0,0,0,0,0,0.841963225,4,Active,"52,100,63",C,No
2361,16,0,0,2,2.725011302,7,1,2,0,0,0,0,2.584174279,2,Moderate,"60,58,65",D,Yes
2362,16,0,1,1,17.75126144,4,1,3,1,0,0,0,3.372126043,1,Moderate,"78,58,83",C,Yes
2363,15,1,0,2,9.415247848,5,1,1,0,0,0,0,3.060805402,1,Passive,"78,77,81",C,No
2364,16,0,0,2,17.56230394,22,0,3,0,0,0,0,1.168052,4,Active,"99,68,72",C,Yes
2365,18,0,0,2,11.71704245,19,1,2,0,0,0,0,1.349256122,4,Moderate,"72,86,70",C,Yes
2366,16,1,0,3,13.48384233,29,1,4,1,0,0,0,1.117964826,4,Active,"74,83,78",C,Yes
2367,17,0,0,2,16.08522309,13,0,3,1,0,1,0,2.578667734,2,Passive,"65,78,96",C,Yes
2368,16,0,2,2,13.18311089,21,0,3,0,1,0,0,1.625551955,4,Moderate,"55,70,56",D,No
2369,15,0,0,0,7.961096814,22,0,3,0,0,0,1,0.934016396,4,Moderate,"98,89,76",B,Yes
2370,16,1,2,0,10.27266768,10,1,1,0,1,0,1,2.70263834,2,Passive,"80,91,62",C,No
2371,17,0,1,1,16.06091049,5,1,1,1,0,0,0,2.964009263,2,Moderate,"64,99,92",B,Yes
2372,17,1,0,0,7.473005927,10,1,2,0,1,0,0,2.267458132,3,Active,"89,56,65",C,No
2373,18,0,0,2,7.762429135,12,1,1,1,0,0,0,1.753623068,4,Active,"85,92,58",C,No
2374,16,0,0,2,1.913802321,11,1,1,0,1,0,0,2.023234082,3,Active,"90,73,79",B,No
2375,17,1,1,1,18.2916887,21,1,2,0,0,0,0,1.678012532,4,Passive,"76,97,51",C,Yes
2376,15,0,0,3,1.820726299,1,1,3,0,1,1,0,3.659836405,0,Passive,"62,56,63",D,Yes
2377,18,0,0,1,12.96418355,20,0,0,1,1,0,0,1.362744369,4,Passive,"90,91,69",B,Yes
2378,15,1,0,1,8.263889576,2,0,1,1,0,0,0,2.813805768,2,Active,"88,67,90",B,No
2379,16,1,1,1,8.112387805,22,0,2,1,0,0,0,1.302711984,4,Moderate,"82,86,52",C,No
2380,16,1,3,1,13.59103673,3,1,2,0,1,0,1,3.383911479,1,Passive,"53,50,50",F,No
2381,16,1,0,1,1.341874653,16,0,1,0,1,0,0,1.378751308,4,Active,"89,66,94",B,Yes
2382,18,1,2,2,11.87411566,27,0,4,0,1,0,0,0.731486867,4,Active,"50,85,64",D,Yes
2383,17,0,1,2,15.44063572,27,0,2,0,1,0,0,0.400569479,4,Passive,"71,67,54",D,No
2384,18,1,3,4,16.56425516,21,0,2,0,1,1,0,1.729073167,4,Moderate,"82,87,53",C,Yes
2385,15,0,2,0,3.410607788,5,0,0,0,0,0,0,2.615653765,2,Active,"51,67,52",F,No
2386,18,0,1,1,17.948381,6,0,2,0,0,1,1,2.986942737,2,Active,"80,82,78",B,No
2387,15,0,1,0,13.12292184,14,0,3,0,0,0,0,2.126988971,3,Active,"81,94,80",B,No
2388,18,1,2,2,17.63709602,10,0,1,1,0,1,0,2.70811104,2,Passive,"87,84,80",B,Yes
2389,17,1,0,0,9.705614342,23,0,2,0,0,0,0,0.815777369,4,Moderate,"69,78,83",C,Yes
2390,15,0,0,3,10.8406669,2,0,0,1,0,0,0,2.524423895,2,Moderate,"100,77,75",B,Yes
2391,16,1,0,2,18.38076554,29,0,4,0,0,0,0,0.908238604,4,Moderate,"70,81,50",D,Yes
2392,16,1,2,2,17.99819087,5,0,0,1,0,0,0,3.055690207,1,Moderate,"68,60,100",C,Yes
2393,18,1,2,2,8.963217467,25,0,3,0,0,0,1,0.837946898,4,Passive,"96,70,73",C,Yes
2394,16,1,0,1,5.488252633,1,0,2,0,0,0,0,2.833576111,2,Passive,"88,53,88",C,Yes
2395,15,0,1,1,7.863408691,28,1,2,1,0,0,0,0.785213568,4,Active,"69,51,76",D,No
2396,16,0,0,1,7.755286571,13,0,3,0,0,0,1,1.885614785,4,Moderate,"94,83,56",C,Yes
2397,17,1,0,2,5.7373375,8,0,1,1,1,0,0,2.701230508,2,Active,"69,65,87",C,No
2398,17,0,3,1,5.371592087,17,0,2,1,0,0,0,1.521915901,4,Active,"85,52,65",D,Yes
2399,18,1,0,1,17.22125873,18,0,2,0,1,0,0,1.879725987,4,Passive,"83,69,84",C,No
2400,15,1,0,4,1.397238414,11,0,0,1,0,1,0,2.037348017,3,Passive,"87,82,99",B,No
2401,17,0,1,0,13.55222364,12,0,3,1,0,0,0,2.520673675,2,Passive,"80,86,61",C,Yes
2402,17,0,2,3,3.456401029,25,0,0,0,0,0,0,0.136165908,4,Active,"90,55,57",D,Yes
2403,15,0,0,2,6.890117868,11,0,3,1,0,0,0,1.974655245,4,Passive,"92,85,80",B,No
2404,16,1,1,1,1.230860683,11,0,2,1,0,1,0,2.194980372,3,Passive,"85,84,97",B,Yes
2405,16,0,1,1,5.399472737,17,1,1,0,0,1,0,1.717995924,4,Passive,"55,81,68",D,Yes
2406,18,1,0,1,15.36842142,8,0,3,0,1,0,0,2.510328721,2,Passive,"87,78,83",B,No
2407,16,0,0,2,17.70030649,16,1,2,0,1,1,0,2.434950557,3,Passive,"67,65,70",D,No
2408,15,0,1,2,4.430543038,20,0,2,1,1,0,0,1.355053462,4,Active,"99,65,83",B,Yes
2409,17,1,0,2,9.270956785,15,0,2,1,1,0,1,1.545255105,4,Active,"59,72,86",C,No
2410,16,1,3,3,9.406480959,16,0,1,1,0,0,1,1.619030513,4,Passive,"77,87,61",C,No
2411,18,1,2,2,17.47150612,20,1,3,0,0,0,0,2.020741652,3,Moderate,"58,62,71",D,Yes
2412,16,1,3,1,15.25598106,23,0,2,0,0,0,1,0.983576997,4,Active,"76,90,64",C,Yes
2413,15,1,0,1,10.26154437,7,0,1,1,0,0,1,2.062468267,3,Passive,"80,97,85",B,No
2414,18,1,3,3,13.41494401,10,0,3,0,1,0,0,2.644194209,2,Passive,"94,83,78",B,No
2415,16,1,0,1,16.94710108,23,0,0,1,1,0,0,1.347863829,4,Moderate,"52,67,85",D,No
2416,18,1,0,0,0.190779081,1,1,1,1,1,0,0,3.055253982,1,Active,"68,53,50",F,Yes
2417,15,0,0,2,8.057800621,7,0,2,0,1,0,0,2.513692715,2,Active,"65,51,55",F,No
2418,17,1,0,2,18.14486335,11,0,3,0,0,0,0,2.340371914,3,Active,"65,80,70",C,No
2419,15,1,1,3,14.80626062,20,0,4,0,0,0,0,1.582093266,4,Active,"82,99,59",B,Yes
2420,15,0,0,2,10.85682749,0,0,3,1,0,1,0,3.565524163,0,Active,"54,93,74",C,Yes
2421,15,1,0,0,10.59289054,22,0,2,1,1,0,0,1.60147255,4,Moderate,"59,53,73",D,Yes
2422,15,0,1,3,6.955401952,12,0,3,1,1,0,0,2.637266429,2,Passive,"71,78,56",D,Yes
2423,17,0,0,1,10.41041067,21,0,2,0,0,0,1,0.905209948,4,Passive,"67,73,63",D,Yes
2424,17,1,1,1,13.10766399,20,1,1,0,0,0,0,1.576756471,4,Active,"53,87,79",C,Yes
2425,18,0,0,2,8.367260769,16,0,4,1,0,1,0,1.785051808,4,Active,"57,79,71",D,Yes
2426,16,1,2,0,14.28306293,13,1,1,0,0,0,0,1.880065093,4,Passive,"66,99,75",B,No
2427,17,0,2,2,17.22464455,13,0,2,1,1,0,0,2.555223105,2,Moderate,"51,69,50",F,Yes
2428,17,0,0,1,3.093696964,15,0,3,0,0,0,0,1.574306088,4,Passive,"78,64,95",C,No
2429,16,0,0,2,9.030940456,16,0,3,0,0,1,0,1.813846622,4,Passive,"84,55,91",C,Yes
2430,17,1,0,1,8.160401826,5,1,0,0,0,0,0,2.584468263,2,Active,"73,71,100",B,No
2431,15,1,2,2,13.74929608,25,0,0,0,1,0,1,0.529798609,4,Active,"75,70,100",B,No
2432,15,0,0,3,4.997349305,27,0,2,1,0,0,0,0.714651286,4,Moderate,"82,100,83",B,Yes
2433,16,0,0,1,12.8050183,6,0,2,0,0,0,1,2.737474166,2,Moderate,"56,63,72",D,Yes
2434,18,1,0,1,17.54978483,25,1,2,1,0,0,0,1.270529562,4,Active,"55,86,90",C,No
2435,18,1,0,1,8.362631996,25,0,2,0,0,0,0,0.750888043,4,Active,"81,53,69",D,No
2436,16,0,0,1,18.220314,0,0,4,0,0,0,0,3.752639353,0,Moderate,"66,78,85",C,Yes
2437,16,0,2,2,19.86327478,24,0,1,0,1,1,0,1.162257801,4,Moderate,"94,55,67",C,No
2438,15,1,0,2,2.121840999,14,1,2,0,1,0,0,1.871465901,4,Passive,"85,99,61",B,Yes
2439,18,1,0,1,4.66106376,19,1,2,0,0,0,0,1.074937389,4,Passive,"66,94,91",B,No
2440,17,1,2,1,19.00759503,20,0,1,1,0,0,0,1.312772414,4,Passive,"75,54,69",D,Yes
